t,joint_name,side,angle_deg
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.71899999998277,5.3263081869122235,5.3263081869122235,16.41160493021787,16.41160493021787
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.71899999998277,5.3263081869122235,5.3263081869122235,16.41160493021787,16.41160493021787
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.71899999998277,5.3263081869122235,5.3263081869122235,16.41160493021787,16.41160493021787
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.71899999998277,5.3263081869122235,5.3263081869122235,16.41160493021787,16.41160493021787
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.76600000000326,4.913385343100952,4.913385343100952,16.63130049617686,16.63130049617686
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.76600000000326,4.913385343100952,4.913385343100952,16.63130049617686,16.63130049617686
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.76600000000326,4.913385343100952,4.913385343100952,16.63130049617686,16.63130049617686
